ISO_Code,City,AccentCity,Reference_year,Total,Male,Female,Literacy_Rate
cre,creek subdivision,Creek Subdivision,2003,62,85,91,Medium
eag,eaglewood,Eaglewood,2014,62,33,69,Medium
emo,emory highlands,Emory Highlands,2000,62,34,97,Medium
fie,fieldstone,Fieldstone,2010,62,81,24,Medium
gor,gordon acres,Gordon Acres,2017,62,46,23,Medium
ind,indian hill estates,Indian Hill Estates,2001,62,42,79,Medium
lak,lake colony,Lake Colony,2013,62,60,100,Medium
les,lester woods,Lester Woods,2000,62,100,29,Medium
loc,lochwolde,Lochwolde,2016,62,80,55,Medium
lut,luthersville,Luthersville,2006,62,68,41,Medium
ore,oreily estates,Oreily Estates,2011,62,64,53,Medium
par,parade rest,Parade Rest,2009,62,75,22,Medium
pic,picketts mill,Picketts Mill,2005,62,71,97,Medium
pla,plantation oaks,Plantation Oaks,2001,62,94,80,Medium
poi,point view landing,Point View Landing,2016,62,50,82,Medium
rus,rushwood,Rushwood,2014,62,34,38,Medium
sal,sale city,Sale City,2007,62,92,94,Medium
soa,soapstick,Soapstick,2003,62,21,29,Medium
sub,suburban estates,Suburban Estates,2010,62,97,85,Medium
tab,tabor estates,Tabor Estates,2011,62,36,74,Medium
tea,teaver hill,Teaver Hill,2001,62,27,32,Medium
win,windhaven plantation,Windhaven Plantation,2000,62,53,42,Medium
sum,sumay housing area,Sumay Housing Area,2001,62,23,49,Medium
ewa,ewa,Ewa,2008,62,84,34,Medium
kap,kapaa,Kapaa,2010,62,92,71,Medium
kaw,kawela bay,Kawela Bay,2014,62,82,69,Medium
keo,keomuku,Keomuku,2005,62,80,35,Medium
puu,puunoa,Puunoa,2003,62,83,70,Medium
ahs,ahsahka,Ahsahka,2001,62,63,32,Medium
elk,elk bend,Elk Bend,2006,62,74,76,Medium
eng,english point,English Point,2009,62,98,62,Medium
mar,marsh valley,Marsh Valley,2017,62,98,61,Medium
mar,marsing,Marsing,2010,62,89,95,Medium
tha,thama,Thama,2011,62,43,34,Medium
whi,white bird,White Bird,2013,62,65,49,Medium
alt,alto pass,Alto Pass,2004,62,83,42,Medium
bee,beecher city,Beecher City,2013,62,35,79,Medium
bul,bulpitt,Bulpitt,2008,62,38,40,Medium
bus,bushs corners,Bushs Corners,2000,62,54,48,Medium
bus,bushton,Bushton,2002,62,98,80,Medium
cha,charter grove,Charter Grove,2011,62,58,45,Medium
dan,danley,Danley,2010,62,41,42,Medium
elm,elmoville,Elmoville,2004,62,52,55,Medium
gar,gards point,Gards Point,2006,62,88,62,Medium
hal,hallidayboro,Hallidayboro,2006,62,85,80,Medium
her,herborn,Herborn,2017,62,96,81,Medium
her,herscher,Herscher,2015,62,42,76,Medium
hub,hubbard woods,Hubbard Woods,2013,62,72,34,Medium
ind,indian spring,Indian Spring,2012,62,83,91,Medium
jac,jacob,Jacob,2008,62,63,79,Medium
jes,jess,Jess,2017,62,34,34,Medium
key,keyesport,Keyesport,2014,62,94,94,Medium
lom,lombardville,Lombardville,2000,62,49,62,Medium
nap,naplate,Naplate,2017,62,98,31,Medium
pry,pryortown,Pryortown,2015,62,37,78,Medium
pud,puder,Puder,2003,62,92,97,Medium
str,streadle,Streadle,2009,62,52,64,Medium
swe,swedona,Swedona,2010,62,76,78,Medium
ust,ustick,Ustick,2003,62,36,95,Medium
arr,arrowhead park,Arrowhead Park,2014,62,37,35,Medium
bra,braysville,Braysville,2002,62,69,20,Medium
bri,brisco,Brisco,2001,62,46,26,Medium
cam,camp roberts,Camp Roberts,2017,62,28,50,Medium
fis,fishersburg,Fishersburg,2000,62,44,61,Medium
fre,freeland park,Freeland Park,2002,62,24,92,Medium
lit,littles,Littles,2007,62,31,67,Medium
mcc,mccoysburg,Mccoysburg,2017,62,80,58,Medium
new,new alsace,New Alsace,2016,62,70,46,Medium
oak,oakland city junction,Oakland City Junction,2000,62,48,80,Medium
old,old milan,Old Milan,2000,62,81,68,Medium
rom,rome city,Rome City,2007,62,96,42,Medium
sch,schnellville,Schnellville,2011,62,78,57,Medium
wes,west terre haute,West Terre Haute,2007,62,74,94,Medium
bet,bethelhem,Bethelhem,2008,62,76,34,Medium
bou,bouton,Bouton,2004,62,56,43,Medium
col,college springs,College Springs,2016,62,58,67,Medium
dic,dickieville,Dickieville,2003,62,49,86,Medium
gar,garnavillo,Garnavillo,2001,62,50,85,Medium
mor,morton mills,Morton Mills,2005,62,95,29,Medium
nav,navan,Navan,2006,62,58,87,Medium
new,new dixon,New Dixon,2003,62,21,49,Medium
pol,polk city junction,Polk City Junction,2011,62,37,23,Medium
she,shell rock,Shell Rock,2015,62,81,87,Medium
thi,thirty,Thirty,2001,62,51,85,Medium
ver,vernon springs,Vernon Springs,2004,62,82,25,Medium
wav,waverly junction,Waverly Junction,2001,62,76,91,Medium
bur,burrton,Burrton,2006,62,41,64,Medium
bus,bushong,Bushong,2014,62,21,71,Medium
cal,calderhead,Calderhead,2007,62,32,73,Medium
man,manter,Manter,2016,62,69,84,Medium
ash,ashcamp,Ashcamp,2004,62,89,47,Medium
bar,barkley shores,Barkley Shores,2002,62,91,27,Medium
ber,bernstadt,Bernstadt,2002,62,89,48,Medium
but,butchertown,Butchertown,2011,62,68,62,Medium
ess,essie,Essie,2005,62,59,80,Medium
gis,gishton,Gishton,2015,62,75,40,Medium
gra,graefenburg,Graefenburg,2012,62,42,81,Medium
ham,hamim,Hamim,2011,62,37,32,Medium
lai,lair,Lair,2003,62,95,67,Medium
man,manning crossing,Manning Crossing,2017,62,83,26,Medium
max,maxon crossing,Maxon Crossing,2010,62,48,81,Medium
pee,pee vee,Pee Vee,2009,62,42,72,Medium
pen,penile,Penile,2001,62,97,66,Medium
pig,pig,Pig,2005,62,61,66,Medium
pol,polksville,Polksville,2002,62,55,56,Medium
rec,rectorville,Rectorville,2004,62,64,80,Medium
sec,seco,Seco,2013,62,92,64,Medium
str,strathmoor gardens,Strathmoor Gardens,2003,62,35,80,Medium
sum,summer shade,Summer Shade,2007,62,39,60,Medium
tor,toria,Toria,2015,62,51,99,Medium
van,vancleve,Vancleve,2009,62,36,100,Medium
win,winford,Winford,2012,62,76,27,Medium
wof,wofford,Wofford,2002,62,62,52,Medium
ale,alexandria junction,Alexandria Junction,2002,62,58,73,Medium
bil,billeaud,Billeaud,2012,62,81,22,Medium
bru,bruns,Bruns,2004,62,41,36,Medium
but,butte la rose,Butte La Rose,2000,62,39,98,Medium
bur,burton lane,Burton Lane,2015,62,98,64,Medium
cas,castille,Castille,2016,62,41,62,Medium
che,chenal crossing,Chenal Crossing,2002,62,55,91,Medium
for,fort saint phillip,Fort Saint Phillip,2007,62,100,35,Medium
gan,gansville,Gansville,2016,62,44,53,Medium
gre,green terrace,Green Terrace,2014,62,87,41,Medium
kor,koran,Koran,2009,62,46,78,Medium
le ,le moyen,Le Moyen,2009,62,87,26,Medium
lel,leleux,Leleux,2007,62,57,63,Medium
mag,magnolia bend,Magnolia Bend,2015,62,54,23,Medium
nor,north hodge,North Hodge,2007,62,97,69,Medium
par,parlange,Parlange,2005,62,90,87,Medium
poi,pointe a la hache,Pointe A La Hache,2017,62,50,26,Medium
ros,rossignol,Rossignol,2014,62,62,95,Medium
rum,rum center,Rum Center,2002,62,62,86,Medium
bai,bailey corner,Bailey Corner,2011,62,89,26,Medium
bri,brickett place,Brickett Place,2014,62,98,56,Medium
els,elsemore landing,Elsemore Landing,2016,62,55,71,Medium
kel,kelleyland,Kelleyland,2002,62,52,58,Medium
key,keyes corner,Keyes Corner,2005,62,98,67,Medium
new,new vineyard,New Vineyard,2014,62,40,31,Medium
nor,north pittston,North Pittston,2014,62,88,97,Medium
pow,powers corner,Powers Corner,2017,62,67,49,Medium
sou,south orland,South Orland,2012,62,59,60,Medium
sou,south parsonsfield,South Parsonsfield,2010,62,54,77,Medium
sou,south sebec,South Sebec,2010,62,60,42,Medium
ste,steep landing,Steep Landing,2007,62,50,41,Medium
twi,twitchell corner,Twitchell Corner,2005,62,23,60,Medium
win,winter harbor,Winter Harbor,2017,62,41,90,Medium
wor,worthley pond,Worthley Pond,2017,62,86,91,Medium
ine,ine,Ine,2014,62,95,96,Medium
ant,anthonyville,Anthonyville,2007,62,46,86,Medium
aut,autumn grove,Autumn Grove,2006,62,65,40,Medium
bet,bethwood,Bethwood,2009,62,63,44,Medium
boh,bohemia beach,Bohemia Beach,2004,62,97,43,Medium
buc,buckler trailer park,Buckler Trailer Park,2017,62,28,43,Medium
bus,bushy park estates,Bushy Park Estates,2017,62,99,35,Medium
car,carpenter point,Carpenter Point,2007,62,96,86,Medium
che,chevy chase terrace,Chevy Chase Terrace,2008,62,51,91,Medium
cle,clear spring estates,Clear Spring Estates,2000,62,30,46,Medium
cle,clemens crossing,Clemens Crossing,2006,62,43,55,Medium
cou,country comforts,Country Comforts,2014,62,73,29,Medium
cov,cove point woods,Cove Point Woods,2017,62,52,34,Medium
cov,coventry farms,Coventry Farms,2005,62,45,34,Medium
cra,cranberry woods,Cranberry Woods,2016,62,93,31,Medium
dam,dames quarter,Dames Quarter,2012,62,70,93,Medium
dee,deep harbour farm estates,Deep Harbour Farm Estates,2017,62,93,44,Medium
eas,east prospect plantation,East Prospect Plantation,2016,62,67,66,Medium
ell,elliot,Elliot,2010,62,52,49,Medium
ess,essex ridge,Essex Ridge,2009,62,86,40,Medium
fai,fairway hill,Fairway Hill,2003,62,25,82,Medium
fer,fernshire woods,Fernshire Woods,2009,62,99,35,Medium
gar,garrison ridge,Garrison Ridge,2007,62,58,60,Medium
gly,glyndon greens,Glyndon Greens,2005,62,71,75,Medium
ham,hampton court,Hampton Court,2000,62,31,34,Medium
har,harford heritage,Harford Heritage,2017,62,92,91,Medium
har,harting estates,Harting Estates,2005,62,60,75,Medium
heb,hebbville,Hebbville,2014,62,36,98,Medium
how,howard park,Howard Park,2013,62,57,37,Medium
hud,hudson landing,Hudson Landing,2003,62,94,22,Medium
hyd,hyde park trailer park,Hyde Park Trailer Park,2003,62,94,89,Medium
jar,jarrettsville,Jarrettsville,2010,62,69,57,Medium
ken,kent timbers,Kent Timbers,2006,62,37,33,Medium
kin,kings retreat,Kings Retreat,2003,62,31,35,Medium
loc,loch leven,Loch Leven,2013,62,83,35,Medium
lon,long meadows estates,Long Meadows Estates,2005,62,95,44,Medium
lor,lord cecil woods,Lord Cecil Woods,2001,62,75,58,Medium
mea,meadow springs,Meadow Springs,2012,62,24,66,Medium
mic,michaels mill,Michaels Mill,2016,62,54,29,Medium
mil,mill bottom,Mill Bottom,2014,62,64,44,Medium
nor,norwood park,Norwood Park,2010,62,57,55,Medium
par,parsonsburg,Parsonsburg,2003,62,41,49,Medium
plu,plumtree estates,Plumtree Estates,2003,62,49,25,Medium
poi,point of homewood,Point Of Homewood,2004,62,65,35,Medium
pri,principio heights,Principio Heights,2017,62,21,91,Medium
qui,quince orchard,Quince Orchard,2002,62,21,58,Medium
rho,rhod-ayr,Rhod-Ayr,2006,62,76,97,Medium
riv,river estates,River Estates,2011,62,55,83,Medium
roc,rochelle meadows,Rochelle Meadows,2004,62,52,78,Medium
sho,shookstown heights,Shookstown Heights,2016,62,62,37,Medium
sho,shores of calvert,Shores Of Calvert,2004,62,53,73,Medium
smi,smithtown ridge,Smithtown Ridge,2017,62,56,57,Medium
sol,solley park,Solley Park,2013,62,48,53,Medium
spe,spencerville knolls,Spencerville Knolls,2009,62,53,22,Medium
str,strawleigh,Strawleigh,2002,62,21,62,Medium
sue,sue creek landing,Sue Creek Landing,2012,62,34,62,Medium
sul,sullivans trailer park,Sullivans Trailer Park,2001,62,72,81,Medium
sus,susquehanna river hills,Susquehanna River Hills,2002,62,37,26,Medium
tar,tara oaks,Tara Oaks,2002,62,61,24,Medium
the,the chase at foxridge,The Chase At Foxridge,2004,62,21,49,Medium
the,the falls,The Falls,2016,62,77,44,Medium
the,the pond,The Pond,2006,62,50,43,Medium
tul,tulls corner,Tulls Corner,2011,62,36,26,Medium
war,wardens landing,Wardens Landing,2005,62,71,56,Medium
wat,waterbury heights,Waterbury Heights,2005,62,20,99,Medium
whi,white house heights,White House Heights,2012,62,47,87,Medium
wiv,wivell estates,Wivell Estates,2009,62,28,76,Medium
woo,woodmark,Woodmark,2001,62,29,96,Medium
ben,bennetts corner,Bennetts Corner,2007,62,84,56,Medium
eas,east boxford,East Boxford,2012,62,36,90,Medium
eas,east pepperell,East Pepperell,2000,62,84,56,Medium
gil,gillett corner,Gillett Corner,2015,62,64,78,Medium
gre,greylock estates,Greylock Estates,2011,62,45,21,Medium
hal,halifax beach,Halifax Beach,2006,62,58,85,Medium
kni,knights crossing,Knights Crossing,2016,62,43,36,Medium
lit,little egypt,Little Egypt,2006,62,36,53,Medium
sci,scituate center,Scituate Center,2000,62,24,67,Medium
sti,still river,Still River,2012,62,76,25,Medium
wac,wachusett station,Wachusett Station,2014,62,97,35,Medium
whi,whitinsville,Whitinsville,2002,62,49,81,Medium
are,arenac,Arenac,2000,62,96,63,Medium
bol,bolles harbor,Bolles Harbor,2011,62,33,83,Medium
bre,breedsville,Breedsville,2007,62,71,39,Medium
bur,burnips,Burnips,2013,62,70,47,Medium
cas,caspian,Caspian,2008,62,26,98,Medium
hal,hallers corners,Hallers Corners,2009,62,71,56,Medium
hag,hagensville,Hagensville,2015,62,37,32,Medium
hig,higman park,Higman Park,2012,62,97,34,Medium
hor,horr,Horr,2017,62,85,40,Medium
mel,melstrand,Melstrand,2015,62,46,30,Medium
min,mineral hills,Mineral Hills,2013,62,95,66,Medium
pes,peshawbestown,Peshawbestown,2007,62,59,87,Medium
sha,shafer location,Shafer Location,2014,62,64,90,Medium
tek,tekonsha,Tekonsha,2014,62,67,97,Medium
fas,fason,Fason,2004,62,68,87,Medium
kep,kepkep,Kepkep,2014,62,99,72,Medium
nan,nanpeinering,Nanpeinering,2002,62,93,88,Medium
nan,nanseinpwel,Nanseinpwel,2014,62,55,75,Medium
nec,nechocho,Nechocho,2005,62,69,60,Medium
nes,nesamo,Nesamo,2013,62,69,38,Medium
nih,nih kawad,Nih Kawad,2013,62,23,81,Medium
poh,pohnloang,Pohnloang,2015,62,95,32,Medium
sap,saponong,Saponong,2014,62,31,68,Medium
wis,wisenif,Wisenif,2000,62,87,47,Medium
wor,woriilaq,Woriilaq,2011,62,74,44,Medium
wul,wuluug,Wuluug,2017,62,72,70,Medium
yim,yimuch,Yimuch,2006,62,24,49,Medium
arm,armour number two mine,Armour Number Two Mine,2016,62,62,65,Medium
bal,balaton,Balaton,2011,62,70,56,Medium
bar,barden,Barden,2012,62,46,82,Medium
hof,hoffmans corner,Hoffmans Corner,2004,62,37,63,Medium
hol,holmes city,Holmes City,2016,62,99,63,Medium
mar,martin lake,Martin Lake,2001,62,67,50,Medium
min,minneota,Minneota,2006,62,76,48,Medium
oak,oaks corner,Oaks Corner,2013,62,30,80,Medium
pen,pencer,Pencer,2003,62,89,84,Medium
rus,rush city,Rush City,2017,62,84,88,Medium
the,theilman,Theilman,2015,62,85,83,Medium
wau,waukenabo,Waukenabo,2009,62,83,46,Medium
bon,bonhomie,Bonhomie,2013,62,22,82,Medium
bud,bude,Bude,2001,62,41,34,Medium
con,conehatta,Conehatta,2005,62,26,22,Medium
duf,duffee,Duffee,2002,62,64,99,Medium
ear,early grove,Early Grove,2004,62,77,66,Medium
edd,eddiceton,Eddiceton,2004,62,99,63,Medium
how,howison,Howison,2001,62,89,82,Medium
luc,luckney,Luckney,2003,62,32,42,Medium
lyn,lynville,Lynville,2001,62,94,74,Medium
phe,pheba,Pheba,2002,62,100,47,Medium
spr,spraggins,Spraggins,2015,62,40,41,Medium
st.,st. martin,St. Martin,2008,62,34,36,Medium
arr,arrow point,Arrow Point,2004,62,96,79,Medium
bon,bonfils,Bonfils,2001,62,21,21,Medium
bra,branums point,Branums Point,2003,62,54,30,Medium
des,deslet,Deslet,2016,62,91,42,Medium
el ,el dorado springs,El Dorado Springs,2007,62,72,65,Medium
ell,ellsinore,Ellsinore,2011,62,95,65,Medium
etl,etlah,Etlah,2012,62,88,56,Medium
for,fordland,Fordland,2008,62,44,50,Medium
hen,hendrickson,Hendrickson,2001,62,26,22,Medium
heu,heuer,Heuer,2006,62,53,37,Medium
kin,kinloch,Kinloch,2003,62,97,57,Medium
lak,lake mykee town,Lake Mykee Town,2006,62,68,74,Medium
mcf,mcfry ford,Mcfry Ford,2005,62,76,29,Medium
nor,north moor,North Moor,2012,62,27,96,Medium
par,parshley,Parshley,2009,62,46,56,Medium
pay,paydown,Paydown,2011,62,99,51,Medium
pin,piney end resort,Piney End Resort,2014,62,42,25,Medium
pla,platte gardens,Platte Gardens,2014,62,57,99,Medium
pos,possum walk,Possum Walk,2008,62,46,96,Medium
big,big sandy trailer court,Big Sandy Trailer Court,2010,62,43,26,Medium
bru,bruce place,Bruce Place,2003,62,69,30,Medium
for,fort piegan,Fort Piegan,2007,62,65,55,Medium
gol,golden ridge,Golden Ridge,2001,62,95,94,Medium
kin,kingley,Kingley,2010,62,34,50,Medium
old,old hellgate village trailer park,Old Hellgate Village Trailer Park,2000,62,65,20,Medium
rid,riders trailer court,Riders Trailer Court,2007,62,26,32,Medium
shi,shigley mobile home park,Shigley Mobile Home Park,2011,62,50,35,Medium
tra,trailcreek,Trailcreek,2012,62,92,63,Medium
val,valley drive mobile home park,Valley Drive Mobile Home Park,2011,62,96,32,Medium
moo,moomaw corner,Moomaw Corner,2001,62,48,60,Medium
sou,south side mobile home park,South Side Mobile Home Park,2001,62,97,47,Medium
str,stromsburg,Stromsburg,2003,62,38,44,Medium
dar,darroughs hot springs,Darroughs Hot Springs,2017,62,97,44,Medium
hum,humboldt city,Humboldt City,2004,62,60,48,Medium
pri,primeaux,Primeaux,2001,62,28,41,Medium
ren,rennox,Rennox,2009,62,83,54,Medium
bla,blacksnake trailer park,Blacksnake Trailer Park,2003,62,65,96,Medium
bri,brick school corner,Brick School Corner,2002,62,45,33,Medium
coc,cocheco,Cocheco,2013,62,57,83,Medium
gra,grasmere,Grasmere,2011,62,57,25,Medium
lem,lempster,Lempster,2011,62,32,61,Medium
mou,moultonborough falls,Moultonborough Falls,2002,62,56,95,Medium
new,new rye,New Rye,2003,62,53,79,Medium
not,nottingham square,Nottingham Square,2002,62,90,75,Medium
snu,snumshire,Snumshire,2004,62,85,48,Medium
upp,upper village,Upper Village,2009,62,49,77,Medium
wes,west campton,West Campton,2008,62,57,47,Medium
but,butler park,Butler Park,2015,62,90,78,Medium
fra,frames corner,Frames Corner,2013,62,21,20,Medium
man,mannington mills,Mannington Mills,2012,62,98,37,Medium
pel,pellettown,Pellettown,2007,62,85,23,Medium
pom,pompton junction,Pompton Junction,2012,62,79,71,Medium
sea,seaside heights harbor,Seaside Heights Harbor,2015,62,98,100,Medium
wal,walnford,Walnford,2009,62,88,74,Medium
wat,watson corner,Watson Corner,2017,62,67,55,Medium
bar,barelas,Barelas,2005,62,77,82,Medium
bos,bosquecito,Bosquecito,2017,62,51,79,Medium
cha,chamizal,Chamizal,2004,62,79,63,Medium
chu,chupadero,Chupadero,2017,62,61,97,Medium
la ,la union,La Union,2008,62,50,54,Medium
las,las nutrias,Las Nutrias,2009,62,90,37,Medium
pue,pueblo pintado,Pueblo Pintado,2011,62,51,82,Medium
sie,sierra de los pinos,Sierra De Los Pinos,2017,62,69,93,Medium
ada,adams cove,Adams Cove,2014,62,49,22,Medium
bel,belle harbor,Belle Harbor,2006,62,40,51,Medium
cam,cambria heights,Cambria Heights,2017,62,89,59,Medium
cam,camp lakeland,Camp Lakeland,2015,62,60,28,Medium
cha,charleston four corners,Charleston Four Corners,2012,62,81,23,Medium
com,commack,Commack,2007,62,40,92,Medium
cor,corbettsville,Corbettsville,2014,62,77,78,Medium
dar,darien center,Darien Center,2007,62,24,81,Medium
de ,de peyster,De Peyster,2012,62,24,84,Medium
dew,dewittville,Dewittville,2015,62,31,33,Medium
dit,ditch plains,Ditch Plains,2014,62,55,40,Medium
dub,duboise corner,Duboise Corner,2000,62,88,58,Medium
dun,dunwoodie heights,Dunwoodie Heights,2003,62,27,76,Medium
fis,fishs eddy,Fishs Eddy,2013,62,29,74,Medium
hal,half hollow,Half Hollow,2017,62,81,95,Medium
han,hands creek landing,Hands Creek Landing,2016,62,91,100,Medium
har,harmony corners,Harmony Corners,2013,62,35,66,Medium
hug,huguenot park,Huguenot Park,2014,62,39,32,Medium
ken,kent cliffs,Kent Cliffs,2003,62,33,26,Medium
lan,lansingville,Lansingville,2002,62,51,57,Medium
nor,north chili,North Chili,2017,62,22,35,Medium
nor,north frankfort,North Frankfort,2009,62,66,57,Medium
one,oneida castle,Oneida Castle,2009,62,64,98,Medium
pau,paul smiths easy street,Paul Smiths Easy Street,2009,62,97,60,Medium
pla,plandome heights,Plandome Heights,2011,62,82,60,Medium
pot,potter hollow,Potter Hollow,2016,62,20,92,Medium
saw,sawens,Sawens,2009,62,89,47,Medium
she,shelter island heights,Shelter Island Heights,2016,62,24,57,Medium
sou,south thurston,South Thurston,2002,62,92,63,Medium
tho,thousand island park,Thousand Island Park,2009,62,77,89,Medium
vol,vollentine,Vollentine,2013,62,37,75,Medium
wat,waterburg,Waterburg,2009,62,20,43,Medium
wes,west camp,West Camp,2013,62,85,24,Medium
wes,west winfield,West Winfield,2008,62,71,99,Medium
whe,wheeler estates,Wheeler Estates,2000,62,21,40,Medium
whi,whitney estates,Whitney Estates,2005,62,53,20,Medium
bay,baynes,Baynes,2002,62,90,91,Medium
bow,bowman bluff,Bowman Bluff,2015,62,77,45,Medium
car,carson mill,Carson Mill,2010,62,72,80,Medium
eas,east white oak,East White Oak,2011,62,96,85,Medium
fla,flay,Flay,2017,62,36,79,Medium
gne,gneiss,Gneiss,2003,62,66,36,Medium
kaw,kawana,Kawana,2005,62,80,57,Medium
lax,laxon,Laxon,2003,62,62,33,Medium
lis,listening rock,Listening Rock,2008,62,64,60,Medium
min,minpro,Minpro,2009,62,55,38,Medium
nar,narrow ridge,Narrow Ridge,2002,62,57,59,Medium
pet,petche gap,Petche Gap,2017,62,34,29,Medium
ram,ramblewood apartments,Ramblewood Apartments,2009,62,57,100,Medium
red,red brush,Red Brush,2006,62,52,76,Medium
red,redwood village,Redwood Village,2003,62,74,58,Medium
sal,salemburg,Salemburg,2003,62,93,56,Medium
sap,sapona,Sapona,2015,62,31,51,Medium
sha,sharonbrook,Sharonbrook,2007,62,51,58,Medium
tus,tuscarora beach,Tuscarora Beach,2011,62,57,56,Medium
whe,wheat swamp,Wheat Swamp,2017,62,93,48,Medium
whi,whites beach,Whites Beach,2001,62,95,61,Medium
orr,orrin,Orrin,2002,62,99,71,Medium
amo,amoy,Amoy,2005,62,69,69,Medium
aug,augerburg,Augerburg,2010,62,58,95,Medium
bri,britney acres,Britney Acres,2007,62,84,88,Medium
coo,cooperdale,Cooperdale,2007,62,97,48,Medium
day,day heights,Day Heights,2012,62,38,82,Medium
dil,diltz corners,Diltz Corners,2009,62,25,37,Medium
dra,drakesburg,Drakesburg,2005,62,38,84,Medium
eag,eagle point colony,Eagle Point Colony,2014,62,53,43,Medium
eas,east akron,East Akron,2012,62,44,49,Medium
for,fort shawnee,Fort Shawnee,2003,62,27,89,Medium
gle,glenwillow,Glenwillow,2001,62,23,43,Medium
han,hanley village,Hanley Village,2010,62,54,58,Medium
kid,kidron,Kidron,2015,62,47,38,Medium
mou,mount saint john,Mount Saint John,2004,62,24,96,Medium
new,new jasper,New Jasper,2015,62,41,91,Medium
pea,peacock acres,Peacock Acres,2014,62,59,60,Medium
pen,penfield junction,Penfield Junction,2008,62,65,48,Medium
sal,salt run,Salt Run,2017,62,23,22,Medium
sal,saltair,Saltair,2003,62,79,25,Medium
six,sixteen mile stand,Sixteen Mile Stand,2000,62,80,93,Medium
sta,starbright addition,Starbright Addition,2014,62,40,55,Medium
wes,western star,Western Star,2002,62,60,92,Medium
win,winters station,Winters Station,2008,62,57,80,Medium
apa,apache wye,Apache Wye,2003,62,95,73,Medium
cor,corum,Corum,2003,62,73,61,Medium
cur,curchece,Curchece,2014,62,76,50,Medium
elm,elmore city,Elmore City,2017,62,74,94,Medium
ken,kenefic,Kenefic,2010,62,23,60,Medium
pin,pin oaks acres,Pin Oaks Acres,2010,62,72,63,Medium
wes,west tulsa,West Tulsa,2013,62,43,99,Medium
est,estacada,Estacada,2007,62,27,80,Medium
lat,latourell,Latourell,2008,62,25,56,Medium
mik,mikkalo,Mikkalo,2003,62,29,77,Medium
ore,orenco,Orenco,2002,62,52,56,Medium
san,san marine,San Marine,2002,62,59,79,Medium
sil,siltcoos,Siltcoos,2006,62,51,89,Medium
uni,union creek,Union Creek,2012,62,99,85,Medium
med,medorm,Medorm,2009,62,26,67,Medium
app,apps,Apps,2015,62,28,21,Medium
bal,balliet,Balliet,2001,62,55,69,Medium
bar,barr slope,Barr Slope,2005,62,48,81,Medium
bes,besco,Besco,2006,62,97,44,Medium
car,carrolltown,Carrolltown,2007,62,39,81,Medium
che,cheltenham village,Cheltenham Village,2013,62,100,89,Medium
cor,coryland,Coryland,2003,62,86,93,Medium
cow,cowansville,Cowansville,2003,62,24,81,Medium
de ,de turksville,De Turksville,2003,62,96,68,Medium
dro,dromgold,Dromgold,2002,62,29,77,Medium
dun,dunkle,Dunkle,2008,62,23,60,Medium
dun,dunkelbergers,Dunkelbergers,2014,62,31,45,Medium
eas,east nantmeal,East Nantmeal,2001,62,60,89,Medium
fre,freeport mills,Freeport Mills,2002,62,99,28,Medium
goe,goehring,Goehring,2008,62,77,43,Medium
gri,grimesville,Grimesville,2016,62,20,69,Medium
hil,hill yard,Hill Yard,2015,62,64,26,Medium
jer,jerseytown,Jerseytown,2000,62,38,85,Medium
kap,kapp heights,Kapp Heights,2015,62,37,41,Medium
kee,keepville,Keepville,2014,62,47,65,Medium
kei,keisterville,Keisterville,2015,62,51,91,Medium
ken,kenrock,Kenrock,2012,62,38,87,Medium
kin,kindts corner,Kindts Corner,2011,62,71,65,Medium
kin,kintersburg,Kintersburg,2008,62,40,34,Medium
lau,laurel mountain village,Laurel Mountain Village,2011,62,66,47,Medium
lav,lavery,Lavery,2010,62,27,61,Medium
law,lawrence junction,Lawrence Junction,2005,62,36,39,Medium
loc,lock haven,Lock Haven,2009,62,89,84,Medium
low,lower hillville,Lower Hillville,2008,62,42,60,Medium
mid,middle lancaster,Middle Lancaster,2017,62,96,25,Medium
nor,north pine grove,North Pine Grove,2010,62,82,81,Medium
old,old shade furnace,Old Shade Furnace,2017,62,48,50,Medium
pal,palomino farms,Palomino Farms,2015,62,94,68,Medium
pen,penn oaks,Penn Oaks,2003,62,73,66,Medium
pen,penn rose park,Penn Rose Park,2009,62,43,56,Medium
per,perkiomen heights,Perkiomen Heights,2013,62,29,20,Medium
pil,pilltown,Pilltown,2017,62,36,23,Medium
pop,poplar gardens,Poplar Gardens,2017,62,43,62,Medium
pop,poplars,Poplars,2013,62,56,53,Medium
ree,reels corners,Reels Corners,2003,62,25,30,Medium
rei,reitz,Reitz,2004,62,38,45,Medium
ric,richlandtown,Richlandtown,2013,62,38,83,Medium
sam,sample run,Sample Run,2005,62,35,88,Medium
sha,shado-wood village,Shado-Wood Village,2007,62,26,56,Medium
she,sheakleyville,Sheakleyville,2009,62,86,26,Medium
shi,shimerville,Shimerville,2011,62,39,76,Medium
smu,smullton,Smullton,2011,62,37,29,Medium
sur,surgeon hall,Surgeon Hall,2005,62,84,92,Medium
tip,tippery,Tippery,2000,62,78,66,Medium
tru,truittsburg,Truittsburg,2007,62,63,83,Medium
wat,waterson,Waterson,2017,62,44,36,Medium
wes,west bowmans,West Bowmans,2003,62,44,81,Medium
wes,west norriton,West Norriton,2010,62,31,77,Medium
wit,witmer,Witmer,2008,62,21,93,Medium
cor,corral viejo,Corral Viejo,2015,62,37,62,Medium
