City,Ease_of_Transport_Rank,Transport_level
Sadlersville,73478,Low
Safley,73479,Low
Saint Truitt,73480,Low
Sainville,73481,Low
Sal City,73482,Low
Sale Creek,73483,Low
Samburg,73484,Low
Sand Switch,73485,Low
Sandalwood Village,73486,Low
Sanders Crossing,73487,Low
Sandlick,73488,Low
Sandy Lane,73489,Low
Sanford Hill,73490,Low
Sango,73491,Low
Sartain Springs,73492,Low
Savannah Bay,73493,Low
Savannah Hills,73494,Low
Savannah Peninsula,73495,Low
Sawyers Mill,73496,Low
Scaife,73497,Low
Scandlyn,73498,Low
Scattersville,73499,Low
Scenic Point Estates,73500,Low
Scenic Woods,73501,Low
Scoot Mill,73502,Low
Scott Hill,73503,Low
Scott Hills,73504,Low
Seaton Spring,73505,Low
Seaton Subdivision,73506,Low
Sebowisha,73507,Low
Seeber Flats,73508,Low
Selmer,73509,Low
Seminole Subdivision,73510,Low
Sengtown,73511,Low
Sentertown,73512,Low
Sequatchie,73513,Low
Sequoia Grove,73514,Low
Sequoia Hills,73515,Low
Sequooyah Estates,73516,Low
Sequoyah Heights,73517,Low
Sequoyah Hills,73518,Low
Sequoyah Shores,73519,Low
Serles,73520,Low
Servilla,73521,Low
Seth,73522,Low
Settlers Point,73523,Low
Seven Islands,73524,Low
Sevenmile Hill,73525,Low
Sevenoaks,73526,Low
Seventeen Seventysix Estates,73527,Low
Seventy-Six Estates,73528,Low
Sevier Home,73529,Low
Sevierville,73530,Low
Sewanee,73531,Low
Sewee,73532,Low
Seymour Heights,73533,Low
Shackle Island,73534,Low
Shacklett,73535,Low
Shaddon Mill,73536,Low
Shadrick Hill,73537,Low
Shadtown,73538,Low
Shady Grove Shores,73539,Low
Shallowford,73540,Low
Shandy,73541,Low
Shangrala,73542,Low
Shanky Branch,73543,Low
Sharp Estates,73544,Low
Sharp Place,73545,Low
Sharps Chapel,73546,Low
Shaver Town,73547,Low
Shawanee,73548,Low
Shawnette,73549,Low
Shelby Farms,73550,Low
Shelbyville Mills,73551,Low
Shell Creek,73552,Low
Shellsford,73553,Low
Shelton Estates,73554,Low
Shennon Village,73555,Low
Shepherd Forest,73556,Low
Shepp,73557,Low
Sherril Heights,73558,Low
Sherrilltown,73559,Low
Sherwood Farm,73560,Low
Sheybogan,73561,Low
Shipetown,73562,Low
Shirleyton,73563,Low
Shofner,73564,Low
Shooks Gap,73565,Low
Shop Springs,73566,Low
Shouns,73567,Low
Sidonia,73568,Low
Siglo,73569,Low
Signal Hills,73570,Low
Signal Mountain,73571,Low
Silerton,73572,Low
Silvacola,73573,Low
Silvertop,73574,Low
Simmons Chapel,73575,Low
Simpsons,73576,Low
Sims Ridge,73577,Low
Sims Spring,73578,Low
Sinking Creek,73579,Low
Skaggston,73580,Low
Skinner Crossroad,73581,Low
Skullbone,73582,Low
Slate Springs,73583,Low
Sloanville,73584,Low
Smarden,73585,Low
Smartt,73586,Low
Smith Shoals Subdivision,73587,Low
Smith Subdivision,73588,Low
Smithwood,73589,Low
Smoky Junction,73590,Low
Smoky View Estates,73591,Low
Sneed Forest Estates,73592,Low
Sneed Glen,73593,Low
Sneedville,73594,Low
Snodgrass,73595,Low
Snows Hill,73596,Low
Snow Mayberry Subdivision,73597,Low
Soddy,73598,Low
Soddy Lake Heights,73599,Low
Soddy-Daisy,73600,Low
South Carthage,73601,Low
South Cleveland,73602,Low
South Clinton,73603,Low
South Dyersburg,73604,Low
South Fulton,73605,Low
South Hall,73606,Low
South Harriman,73607,Low
South Knoxville,73608,Low
South Mapleton Hills,73609,Low
South Pittsburg,73610,Low
South Tunnel,73611,Low
South View Estates,73612,Low
Southall,73613,Low
Southbrook,73614,Low
Southcrest Subdivision,73615,Low
Southern Aire,73616,Low
Southern Meadows,73617,Low
Southgate Subdivision,73618,Low
Southwood Estates,73619,Low
Sowell Ford,73620,Low
Spanish Grove,73621,Low
Speiden,73622,Low
Spencer Hill,73623,Low
Spencers Mill,73624,Low
Speck Subdivision,73625,Low
Springcrest,73626,Low
Springers Station,73627,Low
Squawberry,73628,Low
Squirrel Flat,73629,Low
Staffords Store,73630,Low
Staffordtown,73631,Low
Stainville,73632,Low
Stakely Mill,73633,Low
Stanley Junction,73634,Low
Standingstone,73635,Low
Stantonville,73636,Low
Starkeytown,73637,Low
Station West,73638,Low
Staunton Mill,73639,Low
Steeple Chase Farms,73640,Low
Steeplechase Meadows,73641,Low
Steppsville,73642,Low
Sterling Park,73643,Low
Stewart Chapel,73644,Low
Stewart Hill,73645,Low
Still Brook,73646,Low
Stinger,73647,Low
Stinking Creek,73648,Low
Stiversville,73649,Low
Stock Creek,73650,Low
Stockton Estates,73651,Low
Stokes Mill,73652,Low
Stones River Homes,73653,Low
Storie,73654,Low
Stowe Station,73655,Low
Stowers,73656,Low
Strahl,73657,Low
Straight Fork,73658,Low
Strauss Mill,73659,Low
Strawberry Plains,73660,Low
Striggersville,73661,Low
Stroudville,73662,Low
Stryker Village,73663,Low
Stuart Heights,73664,Low
Suck Creek,73665,Low
Sugar Forks,73666,Low
Sturdivant Crossing,73667,Low
Sugar Hollow,73668,Low
Suburban Hills,73669,Low
Sugar Tree,73670,Low
Sugarlimb,73671,Low
Sugar Tree Knob,73672,Low
Sullivan Gardens,73673,Low
Suburban Shores,73674,Low
Sulphura,73675,Low
Suggs Creek,73676,Low
Sunbright,73677,Low
Sunkist Beach,73678,Low
Sumter Hills,73679,Low
Summey Subdivision,73680,Low
Sunrise Valley,73681,Low
Sunset Gap,73682,Low
Suntree Subdivision,73683,Low
Surgoinsville,73684,Low
Susong,73685,Low
Swan Bluff,73686,Low
Swannsylvania,73687,Low
Sweet Lips,73688,Low
Sweetens Cove,73689,Low
Sweeton Hill,73690,Low
Sycamore Swamp,73691,Low
Sylco,73692,Low
Sylvan Heights,73693,Low
Tackett Creek,73694,Low
Tan Rara Oesta,73695,Low
Tanglewood Estates,73696,Low
Tasso Heights,73697,Low
Tate Springs,73698,Low
Taylor Acres,73699,Low
Taylors Crossing,73700,Low
Teague,73701,Low
Taylors Chapel,73702,Low
Tekoa,73703,Low
Tellico Beach,73704,Low
Tellico Hills,73705,Low
Tellico Plains,73706,Low
Temperance Hall,73707,Low
Temple Acres,73708,Low
Temple Hills Country Club Estates,73709,Low
Templow,73710,Low
Tench,73711,Low
Tennemo,73712,Low
Tennessee City,73713,Low
Tennessee Hills,73714,Low
Tennessee Ridge,73715,Low
Terrace View,73716,Low
Terry Estates,73717,Low
Tevis,73718,Low
Tharpe,73719,Low
The Wye,73720,Low
The Y,73721,Low
Theresa Heights,73722,Low
Theta,73723,Low
Thick,73724,Low
Third Creek,73725,Low
Thomas Heights,73726,Low
Thomas Addition,73727,Low
Thomas Springs,73728,Low
Thompson Crossroads,73729,Low
Thompsons Crossroads,73730,Low
Thompsons Station,73731,Low
Thompsons Store,73732,Low
Thorn Grove,73733,Low
Three Mountains,73734,Low
Throckmorton,73735,Low
Thula,73736,Low
Tiftonia,73737,Low
Tiger Tail,73738,Low
Tiger Valley,73739,Low
Tigrett,73740,Low
Tigertown,73741,Low
Timber Line Estates,73742,Low
Tin Cup,73743,Low
Tiprell,73744,Low
Timberlinks,73745,Low
Timesville,73746,Low
Tobaccoport,73747,Low
Todd Town,73748,Low
Tolley Town,73749,Low
Tom Town,73750,Low
Toomy,73751,Low
Toone,73752,Low
Topside,73753,Low
Toqua,73754,Low
Torbet,73755,Low
Tottys Bend,73756,Low
Towee,73757,Low
Towering Heights,73758,Low
Town Acres,73759,Low
Towne Hills,73760,Low
Trace End Estates,73761,Low
Traceview,73762,Low
Tracy City,73763,Low
Trails West,73764,Low
Treadway,73765,Low
Treeville,73766,Low
Trent Valley,73767,Low
Trentville,73768,Low
Trezevant,73769,Low
Trigg,73770,Low
Trigonia,73771,Low
Triune,73772,Low
Trundle Crossroad,73773,Low
Tuckaleechee,73774,Low
Tucker Springs,73775,Low
Tuckers Crossroads,73776,Low
Tulip Grove,73777,Low
Tullahoma,73778,Low
Tulu,73779,Low
Tupper Town,73780,Low
Tumbling,73781,Low
Turtletown,73782,Low
Tusculum Heights,73783,Low
Tusculum Place,73784,Low
Twin Oak Estates,73785,Low
Twinton,73786,Low
Twinville,73787,Low
Two Chestnut,73788,Low
Two Hills,73789,Low
Twomey,73790,Low
Tyner Hills,73791,Low
Tyson Store,73792,Low
Unaka Springs,73793,Low
Unicoi,73794,Low
Union Central,73795,Low
Union Heights,73796,Low
Union Temple,73797,Low
Unitia,73798,Low
University View,73799,Low
Upper Holly Creek,73800,Low
Upper Mockeson,73801,Low
Upper Shady,73802,Low
Upper Shell Creek,73803,Low
Upper Sinking,73804,Low
Upper Windrock,73805,Low
Valdeau,73806,Low
Valley Grove,73807,Low
Valley Village,73808,Low
Valleyview Subdivision,73809,Low
Van Dyke,73810,Low
Van Hill,73811,Low
Vanbebber Spring,73812,Low
Vancel Mill,73813,Low
Vandever,73814,Low
Vanleer,73815,Low
Vannatta,73816,Low
Vanntown,73817,Low
Vardy,73818,Low
Varnell Estates,73819,Low
Vasper,73820,Low
Vaughns Gap,73821,Low
Vaughns Grove,73822,Low
Venable Spring,73823,Low
Verble,73824,Low
Vernon Heights,73825,Low
Vervilla,73826,Low
Viar,73827,Low
Vildo,73828,Low
Villa Gardens,73829,Low
Vinta Mill,73830,Low
Virtue,73831,Low
Vise Landing,73832,Low
Vine Ridge,73833,Low
Vonore,73834,Low
Wa-Ni Village,73835,Low
Volunteer Heights,73836,Low
Waconda Point,73837,Low
Wagonda Hills,73838,Low
Waldens Creek,73839,Low
Waldensia,73840,Low
Wallace Acres,73841,Low
Walland,73842,Low
Walling,73843,Low
Walnut Acres,73844,Low
Walnut Hill Estates,73845,Low
Walnut Log,73846,Low
Walter Crossroad,73847,Low
Walter Hill Estates,73848,Low
Walterhill,73849,Low
Ware Branch,73850,Low
Warrens Bluff,73851,Low
Warwicktown,73852,Low
Washington College,73853,Low
Wasp,73854,Low
Watauga Flats,73855,Low
Watauga Point,73856,Low
Watauga Valley,73857,Low
Water Fork Mill,73858,Low
Waterhaven,73859,Low
Watershaw,73860,Low
Watt Heights,73861,Low
Watts Bar Estates,73862,Low
Waucheesi,73863,Low
Wauhatchie,73864,Low
Wayland Springs,73865,Low
Weakley,73866,Low
Weakley Hills,73867,Low
Wear Valley,73868,Low
Webb Chapel,73869,Low
Webber City,73870,Low
Webbs Jungle,73871,Low
Webbtown,73872,Low
Welch Camp,73873,Low
Welch Crossroad,73874,Low
Welchland,73875,Low
Wesleyanna,73876,Low
West Cyruston,73877,Low
West Dickson,73878,Low
West Emory,73879,Low
West End Heights,73880,Low
West Harpeth,73881,Low
West Hima,73882,Low
West Knoxville,73883,Low
West Lake Estates,73884,Low
West Maryville,73885,Low
West Meade,73886,Low
West Mill,73887,Low
West Myers,73888,Low
West Millers Cove,73889,Low
West Nashville,73890,Low
West Oneida,73891,Low
West Robbins,73892,Low
West Shiloh,73893,Low
West Springbrook,73894,Low
West View Park,73895,Low
Westavia Woods,73896,Low
Westbourne,73897,Low
Westel,73898,Low
Westlyn,73899,Low
Westminister Ridge,73900,Low
Westmoreland Heights,73901,Low
Westshore Estates,73902,Low
Westside Heights,73903,Low
Westwood Gardens,73904,Low
Westwood Homes,73905,Low
Westwood-Gray Subdivision,73906,Low
Wexford Downs,73907,Low
Wheelerton,73908,Low
Whispering Hills,73909,Low
White Acres,73910,Low
White Chapel,73911,Low
White Fern,73912,Low
White Hollow,73913,Low
White Horn,73914,Low
White Oak Flat,73915,Low
White Oak Forest,73916,Low
Whitehead Hill,73917,Low
Whiteoak Creek Subdivision,73918,Low
Whites Creek,73919,Low
Whitleyville,73920,Low
Whitlock,73921,Low
Whitthorne,73922,Low
Whittle Springs,73923,Low
Whitway,73924,Low
Whitwell,73925,Low
Wild Plum,73926,Low
Wilder Chapel,73927,Low
Wilderness Shores,73928,Low
Wildersville,73929,Low
Wildlife Cove Village,73930,Low
Wildwood Lake,73931,Low
Wildwood Mill,73932,Low
Wilhoit Subdivision,73933,Low
Wilhoite Mills,73934,Low
Wilkinson Corner,73935,Low
Willen Gap,73936,Low
Willette,73937,Low
Williams Chapel,73938,Low
Williams Mill,73939,Low
Williams Subdivision),73940,Low
Williams Springs,73941,Low
Williamson Estates,73942,Low
Willis Springs,73943,Low
Willis Subdivision),73944,Low
Wills,73945,Low
Wills Chapel,73946,Low
Wilson Gap,73947,Low
Wilson Hill,73948,Low
Winchester Springs,73949,Low
Windle,73950,Low
Windletown,73951,Low
Window Cliff Estates,73952,Low
Windrock,73953,Low
Windrow,73954,Low
Windsor Bluff,73955,Low
Windvue Estates,73956,Low
Winklers Crossroads,73957,Low
Winn Springs,73958,Low
Winnebago Subdivision,73959,Low
Winton Town,73960,Low
Wirmingham,73961,Low
Withamtown,73962,Low
Withers Subdivision,73963,Low
Wixtown,73964,Low
Wolf River,73965,Low
Wood Creek West,73966,Low
Woodby Hill,73967,Low
Woodchase,73968,Low
Woodcrest Hills,73969,Low
Woodfield Park,73970,Low
Woodland Cove,73971,Low
Woodlawn Subdivision,73972,Low
Woodstone Estates,73973,Low
Woolardtown,73974,Low
Wyatt Village,73975,Low
Wyatts Chapel,73976,Low
Wynn,73977,Low
Wynnburg,73978,Low
Wyricktown,73979,Low
Xenophon,73980,Low
Yager,73981,Low
Yateston,73982,Low
Yeary Mill,73983,Low
Yell,73984,Low
Yettland Park,73985,Low
Yoakum Crossroad,73986,Low
Yokley,73987,Low
Yorktown Woods,73988,Low
Young Bend,73989,Low
Youngville,73990,Low
Yount Town,73991,Low
Yum Yum,73992,Low
Zacharytown,73993,Low
Zu Zu,73994,Low
A Sherton,73995,Low
Abell City,73996,Low
Aberfoyle,73997,Low
Abram,73998,Low
Abshier Settlement,73999,Low
Acala,74000,Low
Ace,74001,Low
Ackerly,74002,Low
Addicks,74003,Low
Addielou,74004,Low
Addran,74005,Low
Adell,74006,Low
Adina,74007,Low
Adkins,74008,Low
Admiral,74009,Low
Adobe Crossing,74010,Low
Adsul,74011,Low
Aero Vista,74012,Low
Agua Nueva,74013,Low
Aguilares,74014,Low
Aikin Grove,74015,Low
Airport City,74016,Low
Airport Road Addition,74017,Low
Alamo Alto,74018,Low
Alamo Heights,74019,Low
Alamo Village,74020,Low
Alanreed,74021,Low
Alazan,74022,Low
Alderbranch,74023,Low
Alejandrenas,74024,Low
Aleman,74025,Low
Algerita,74026,Low
Alice Acres,74027,Low
Allen Chapel,74028,Low
Allen Point,74029,Low
Allenfarm,74030,Low
Alief,74031,Low
Alleyton,74032,Low
Allamoore,74033,Low
Almeda Plaza,74034,Low
Allmon,74035,Low
Alsa,74036,Low
Alto Bonito,74037,Low
Alto Colorado,74038,Low
Alsdorf,74039,Low
Altair,74040,Low
Alto Springs,74041,Low
Altoga,74042,Low
Alton North,74043,Low
Altuda,74044,Low
Alum,74045,Low
Alvery Junction,74046,Low
Amarillo,74047,Low
Amistad Acres,74048,Low
Amistad Village,74049,Low
Ammannsville,74050,Low
Ammans Crossing,74051,Low
Amphion,74052,Low
Anacacho,74053,Low
Anahuac,74054,Low
Anarene,74055,Low
Ander,74056,Low
Andice,74057,Low
Anderson Ways,74058,Low
Angler,74059,Low
Angleton,74060,Low
Anhalt,74061,Low
Annaville,74062,Low
Annona,74063,Low
Ansley Place,74064,Low
Antelope Crossing,74065,Low
Annetta North,74066,Low
Annetta South,74067,Low
Annetta,74068,Low
Apolonia,74069,Low
Anthony Harbor,74070,Low
Appelt Hill,74071,Low
Apple Springs,74072,Low
Arah,74073,Low
Aransas Pass,74074,Low
Arbala,74075,Low
Arcadia Park,74076,Low
Archer City,74077,Low
Arcola Junction,74078,Low
Ardis Heights,74079,Low
Arlam,74080,Low
Arlie,74081,Low
Armstrong Landing,74082,Low
Arneckeville,74083,Low
Arroyo Alto,74084,Low
Artesia Wells,74085,Low
Arthur City,74086,Low
Arvana,74087,Low
Aspermont,74088,Low
Astin,74089,Low
Atascocita,74090,Low
Atascosa,74091,Low
Atascosito,74092,Low
Ater,74093,Low
Atoy,74094,Low
Atreco,74095,Low
Attoyac,74096,Low
Audelia,74097,Low
Augustus,74098,Low
Austonio,74099,Low
Austwell,74100,Low
Authon,74101,Low
Avant Prairie,74102,Low
Avenger Village,74103,Low
Avonak,74104,Low
Avinger,74105,Low
Azle,74106,Low
Back,74107,Low
Bacliff,74108,Low
Bagby,74109,Low
Bagwell,74110,Low
Bailey Prairie,74111,Low
Baileyboro,74112,Low
Bainer,74113,Low
Balch Springs,74114,Low
Balcones Heights,74115,Low
Bald Prairie,74116,Low
Ballard Crossing,74117,Low
Ballinger,74118,Low
Balmorhea,74119,Low
Balsora,74120,Low
Bammel,74121,Low
Bandera,74122,Low
Bandera Falls,74123,Low
Bankersmith,74124,Low
Bannas Junction,74125,Low
Banquete,74126,Low
Barado,74127,Low
Barbarosa,74128,Low
Barkman,74129,Low
Bartholomew Crossing,74130,Low
Bartley Woods,74131,Low
Barton Creek,74132,Low
Barwise,74133,Low
Basin Junction,74134,Low
Basin Springs,74135,Low
Bastrop Beach,74136,Low
Bateman,74137,Low
Bautista,74138,Low
Bay Oaks,74139,Low
Bay Shore Park,74140,Low
Baytown,74141,Low
Bazette,74142,Low
Bayside Terrace,74143,Low
Beasley Crossing,74144,Low
Beatty Place,74145,Low
Bayridge Park,74146,Low
Beaukiss,74147,Low
Beaumont Place,74148,Low
Beauxart Gardens,74149,Low
Bebe,74150,Low
Beckmann,74151,Low
Bedias,74152,Low
Bee Cave,74153,Low
Beeville,74154,Low
Belcherville,74155,Low
Belco,74156,Low
Belfalls,74157,Low
Bell Branch,74158,Low
Bell Place Windmill,74159,Low
Bellaire Junction,74160,Low
Bellaire West,74161,Low
Bellco,74162,Low
Belle Plain,74163,Low
Bellmead,74164,Low
Belmena,74165,Low
Belott,74166,Low
Belt Junction,74167,Low
Ben Arnold,74168,Low
Ben Bolt,74169,Low
Ben Franklin,74170,Low
Ben Wheeler,74171,Low
Benbrook,74172,Low
Benavides,74173,Low
Benchley,74174,Low
Bendetsen,74175,Low
Benge Corner,74176,Low
Benonine,74177,Low
Bergheim,74178,Low
Bergs Mill,74179,Low
Bering,74180,Low
Bernecker,74181,Low
Bernstein,74182,Low
Bessie Heights,74183,Low
Bessmay,74184,Low
Bethard,74185,Low
Bettis,74186,Low
Bevil Oaks,74187,Low
Bevilport,74188,Low
Beyer Crossing,74189,Low
Beyersville,74190,Low
Bi-Stone,74191,Low
Biardstown,74192,Low
Big Square,74193,Low
Big Thicket Creekmore Village,74194,Low
Big Thicket Loblolly,74195,Low
Big Wells,74196,Low
Bigby Corner,74197,Low
Bigfoot,74198,Low
Birome,74199,Low
Birthright,74200,Low
Biry,74201,Low
Bivins,74202,Low
Bishop Hills,74203,Low
Black Ankle,74204,Low
Black Bass,74205,Low
Black Flat,74206,Low
Blackwell Crossing,74207,Low
Blakeney,74208,Low
Blanconia,74209,Low
Bland Lake,74210,Low
Blanket,74211,Low
Blanket Springs,74212,Low
Bleakwood,74213,Low
Bleiblerville,74214,Low
Blewett,74215,Low
Blix,74216,Low
Bloomburg,74217,Low
Blowout,74218,Low
Blox,74219,Low
Blue Berry Hill,74220,Low
Bluegrove,74221,Low
Bluetown,74222,Low
Bluett,74223,Low
Bluff Dale,74224,Low
Blum,74225,Low
Blumenthal,74226,Low
Bluntzer,74227,Low
Bobville,74228,Low
Bobwyn,74229,Low
Boedecker Junction,74230,Low
Boerne,74231,Low
Bogata,74232,Low
Boldtville,74233,Low
Boles Home,74234,Low
Bolin,74235,Low
Boling,74236,Low
Bolivar Beach,74237,Low
Bolivar Peninsula,74238,Low
Bomarton,74239,Low
Bon Wier,74240,Low
Bonaldo,74241,Low
Bonita Junction,74242,Low
Bonnerville,74243,Low
Boonsville,74244,Low
Bootleg,74245,Low
Boquillas Crossing,74246,Low
Bor-Ley Heights,74247,Low
Boracho,74248,Low
Borderland,74249,Low
Bordersville,74250,Low
Borger,74251,Low
Borrachio,74252,Low
Bosqueville,74253,Low
Botines,74254,Low
Bouchard,74255,Low
Bounce,74256,Low
Bowers City,74257,Low
Bowser,74258,Low
Box Canyon Estates,74259,Low
Boxelder,74260,Low
Boydston,74261,Low
Boys Ranch,74262,Low
Boz,74263,Low
Bozar,74264,Low
Brachfield,74265,Low
Brand,74266,Low
Brad,74267,Low
Branton,74268,Low
Brackettville,74269,Low
Branom,74270,Low
Brazoria,74271,Low
Brazos Country,74272,Low
Brazos Point,74273,Low
Briargrove,74274,Low
Briaroaks,74275,Low
Briary,74276,Low
Brickel,74277,Low
Britton Davis,74278,Low
Broaddus,74279,Low
Brock Junction,74280,Low
Bronte,74281,Low
Brookeland,74282,Low
Brookesmith,74283,Low
Brooks Crossing,74284,Low
Broome,74285,Low
Browndell,74286,Low
Brownfeld Corner,74287,Low
Bruceville-Eddy,74288,Low
Brundage,74289,Low
Bruni,74290,Low
Brushie Prairie,74291,Low
Bryans Mill,74292,Low
Bryarly,74293,Low
Bryden,74294,Low
Buchanan Dam,74295,Low
Buck Hollow,74296,Low
Buenos,74297,Low
Buckholts,74298,Low
Bula,74299,Low
Bulcher,74300,Low
Bulverde,74301,Low
Buna,74302,Low
Bunavista,74303,Low
Buncome,74304,Low
Bunger,74305,Low
Bunker Hill Village,74306,Low
Burchard Place,74307,Low
Burford,74308,Low
Burkburnett,74309,Low
Burkeville,74310,Low
Burleson,74311,Low
Burnet,74312,Low
Burrantown,74313,Low
Bushland,74314,Low
Bustamante,74315,Low
Byrds,74316,Low
Caddo Mills,74317,Low
Cadelaria,74318,Low
Cain City,74319,Low
Calallen,74320,Low
Calaveras,74321,Low
Calder Highlands,74322,Low
Calder Terrace,74323,Low
Caldwell Crossing,74324,Low
Caldwood,74325,Low
Caldwood Acres,74326,Low
Calf Creek,74327,Low
Calgary,74328,Low
Calgary Woods,74329,Low
Calina,74330,Low
Call Junction,74331,Low
Callaghan,74332,Low
Callan,74333,Low
Calliham,74334,Low
Callisburg,74335,Low
Calvert Junction,74336,Low
Camey,74337,Low
Camp Dallas,74338,Low
Camp Hulen,74339,Low
Camp San Saba,74340,Low
Camp Swift,74341,Low
Camp Willow,74342,Low
Camp Wood,74343,Low
Campo Alto,74344,Low
Cane Junction,74345,Low
Caney City,74346,Low
Cantu,74347,Low
Cantu Addition,74348,Low
Canutillo,74349,Low
Canyon Lake Forest,74350,Low
Canyon Springs,74351,Low
Canyon Valley,74352,Low
Cap Rock,74353,Low
Caplen,74354,Low
Capps Corner,74355,Low
Capps Switch,74356,Low
Caps,74357,Low
Caradan,74358,Low
Carancahua,74359,Low
Cargray,74360,Low
Carls Corner,74361,Low
Carmine,74362,Low
Carpenters Bluff,74363,Low
Carretas Crossing,74364,Low
Carricitos,74365,Low
Carrizo Hill,74366,Low
Carta Valley,74367,Low
Carter Settlement,74368,Low
Casa De Peidras,74369,Low
Casa De Piedra,74370,Low
Cashion Community,74371,Low
Cassin,74372,Low
Castell,74373,Low
Castle Hill Estate,74374,Low
Castolon,74375,Low
Cat Spring,74376,Low
Catarina,74377,Low
Causey Place,74378,Low
Caves Spring,74379,Low
Caviness,74380,Low
Cavitt,74381,Low
Cawthon,74382,Low
Cayote,74383,Low
Cee Vee,74384,Low
Cego,74385,Low
Cele,74386,Low
Center Plains,74387,Low
Centex,74388,Low
Central Gardens,74389,Low
Cesar Chavez,74390,Low
Cestohowa,74391,Low
Chaffee Village,74392,Low
Chaffin Crossing,74393,Low
Chaffin Place,74394,Low
Chalk,74395,Low
Chalk Hill,74396,Low
Chalk Mountain,74397,Low
Champ Daisle,74398,Low
Channelview,74399,Low
Channey Crossing,74400,Low
Chapman Ranch,74401,Low
Charlie,74402,Low
Chatt,74403,Low
Cheneyboro,74404,Low
Cherokee Landing,74405,Low
Cherry Mountain,74406,Low
Cherry Spring,74407,Low
Chicota,74408,Low
Chihuahua,74409,Low
China Creek,74410,Low
China Springs,74411,Low
Chinquapin Landing,74412,Low
Chireno,74413,Low
Chispa,74414,Low
Chita,74415,Low
Chocolate Springs,74416,Low
Chriesman,74417,Low
Christoval,74418,Low
Chub,74419,Low
Chuckville,74420,Low
Chumley,74421,Low
Cibolo,74422,Low
Cielo Vista,74423,Low
Cienegas Terrace,74424,Low
Cinco Ranch,74425,Low
Cipres,74426,Low
Cistern,74427,Low
Citrus City,74428,Low
City,74429,Low
City-By-The Sea,74430,Low
Clardy,74431,Low
Clairette,74432,Low
Clareville,74433,Low
Clark Station,74434,Low
Clarksville City,74435,Low
Clarkwood,74436,Low
Clauene,74437,Low
Clays Corner,74438,Low
Clear Lake City,74439,Low
Clear Lake Shores,74440,Low
Clearwater Cove,74441,Low
Clemville,74442,Low
Cleta,74443,Low
Click,74444,Low
Clifton Beach,74445,Low
Clodine,74446,Low
Cloptins Crossing,74447,Low
Close City,74448,Low
Clower,74449,Low
Clute,74450,Low
Clutter Point,74451,Low
Coady,74452,Low
Coal Mine,74453,Low
Cockrans,74454,Low
Cockrell Hill,74455,Low
Codman,74456,Low
Coesfield,74457,Low
Coffee City,74458,Low
Cofferville,74459,Low
Coit,74460,Low
Coke,74461,Low
Coletoville,74462,Low
Coleyville,74463,Low
Colita,74464,Low
Collegeport,74465,Low
Colleyville,74466,Low
Collin,74467,Low
Colmesneil,74468,Low
Colthorp,74469,Low
Comanche Crossing,74470,Low
Comanche Village I,74471,Low
Comanche Village Ii,74472,Low
Comanche Village Iii,74473,Low
Combes,74474,Low
Combine,74475,Low
Comptons,74476,Low
Comyn,74477,Low
Concan,74478,Low
Conlen,74479,Low
Conoley,74480,Low
Conquista Crossing,74481,Low
Conroe,74482,Low
Conville,74483,Low
Coody Crossing,74484,Low
Copano Village,74485,Low
Copeville,74486,Low
Coppell,74487,Low
Copper Canyon,74488,Low
Corbet,74489,Low
Copperas Cove,74490,Low
Corbyn,74491,Low
Corlena,74492,Low
Corn Hill,74493,Low
Cornett,74494,Low
Cornudas,74495,Low
Coronado Hills,74496,Low
Coronados Camp,74497,Low
Corpus Christi,74498,Low
Corral City,74499,Low
Corrigan,74500,Low
Coryell,74501,Low
Cost,74502,Low
Cotton Flat,74503,Low
Cotton Gin,74504,Low
Cotton Patch,74505,Low
Cottonwood Shores,74506,Low
Cotulla,74507,Low
Coughran,74508,Low
Coupland,74509,Low
Courchesne,74510,Low
Coushatta Village,74511,Low
Cow Island,74512,Low
Cowden Place,74513,Low
Cowley,74514,Low
Coy City,74515,Low
Coyanosa,74516,Low
Coymack,74517,Low
Coyote Acres,74518,Low
Coyote Corner,74519,Low
Coyote Place,74520,Low
Crabb,74521,Low
Crabbs Prairie,74522,Low
Cranell,74523,Low
Cranes Mill,74524,Low
Cranfills Gap,74525,Low
Creath,74526,Low
Crecy,74527,Low
Creechville,74528,Low
Crescent Center,74529,Low
Crimcrest,74530,Low
Crockett Heights,74531,Low
Cronin,74532,Low
Crosbyton,74533,Low
Cross Cut,74534,Low
Cross Mountain,74535,Low
Cross Timber,74536,Low
Crossroad Store,74537,Low
Crossroads Community Centery,74538,Low
Crowther,74539,Low
Crume Gin,74540,Low
Cruz Calle,74541,Low
Cryer Creek,74542,Low
Cuadrilla,74543,Low
Cude Crossing Windmill,74544,Low
Cuero,74545,Low
Cuevitas,74546,Low
Cumby,74547,Low
Cumings,74548,Low
Cummins Crossing,74549,Low
Cuney,74550,Low
Curry Crossing,74551,Low
Cut And Shoot,74552,Low
Cut,74553,Low
Cuthand,74554,Low
Cypress Mill,74555,Low
Dhanis,74556,Low
Dacosta,74557,Low
Dacus,74558,Low
Daingerfield,74559,Low
Daisetta,74560,Low
Dalby Springs,74561,Low
Dalhart,74562,Low
Dallam,74563,Low
Dallardsville,74564,Low
Dalrock,74565,Low
Dalworthington Gardens,74566,Low
Danciger,74567,Low
Danevang,74568,Low
